Data values,Data description,Year,Row,Column,Authority,Notes
0,£ thousand,2017-18,Total construction,Direct spend (employee costs and running costs),Rhondda Cynon Taf,
0,£ thousand,2017-18,Total construction,Direct spend (employee costs and running costs),Merthyr Tydfil,
1534.59,£ thousand,2017-18,Total construction,Direct spend (employee costs and running costs),Caerphilly,
0,£ thousand,2017-18,Total construction,Direct spend (employee costs and running costs),Blaenau Gwent,
0,£ thousand,2017-18,Total construction,Direct spend (employee costs and running costs),Torfaen,
0,£ thousand,2017-18,Total construction,Direct spend (employee costs and running costs),Monmouthshire,
5.71,£ thousand,2017-18,Total construction,Direct spend (employee costs and running costs),Newport,
0,£ thousand,2017-18,Total construction,Direct spend (employee costs and running costs),Cardiff,
5173.55,£ thousand,2017-18,Total construction,Direct spend (employee costs and running costs),Total Unitary Authorities,
44,£ thousand,2017-18,Total construction,Central and departmental support services costs,Isle of Anglesey,
327,£ thousand,2017-18,Total construction,Central and departmental support services costs,Gwynedd,
0,£ thousand,2017-18,Total construction,Central and departmental support services costs,Conwy,
0,£ thousand,2017-18,Total construction,Central and departmental support services costs,Denbighshire,
30.98,£ thousand,2017-18,Total construction,Central and departmental support services costs,Flintshire,
-61.48,£ thousand,2017-18,Total construction,Central and departmental support services costs,Wrexham,
0,£ thousand,2017-18,Total construction,Central and departmental support services costs,Powys,
0,£ thousand,2017-18,Total construction,Central and departmental support services costs,Ceredigion,
0,£ thousand,2017-18,Total construction,Central and departmental support services costs,Pembrokeshire,
28.66,£ thousand,2017-18,Total construction,Central and departmental support services costs,Carmarthenshire,
154.53,£ thousand,2017-18,Total construction,Central and departmental support services costs,Swansea,
263.18,£ thousand,2017-18,Total construction,Central and departmental support services costs,Neath Port Talbot,
0,£ thousand,2017-18,Total construction,Central and departmental support services costs,Bridgend,
96.17,£ thousand,2017-18,Total construction,Central and departmental support services costs,Vale of Glamorgan,
0,£ thousand,2017-18,Total construction,Central and departmental support services costs,Rhondda Cynon Taf,
0,£ thousand,2017-18,Total construction,Central and departmental support services costs,Merthyr Tydfil,
0,£ thousand,2017-18,Total construction,Central and departmental support services costs,Caerphilly,
3.61,£ thousand,2017-18,Total construction,Central and departmental support services costs,Blaenau Gwent,
0,£ thousand,2017-18,Total construction,Central and departmental support services costs,Torfaen,
0,£ thousand,2017-18,Total construction,Central and departmental support services costs,Monmouthshire,
0.56,£ thousand,2017-18,Total construction,Central and departmental support services costs,Newport,
0,£ thousand,2017-18,Total construction,Central and departmental support services costs,Cardiff,
887.23,£ thousand,2017-18,Total construction,Central and departmental support services costs,Total Unitary Authorities,
0,£ thousand,2017-18,Total construction,Income from joint arrangements with other local authorities,Isle of Anglesey,
0,£ thousand,2017-18,Total construction,Income from joint arrangements with other local authorities,Gwynedd,
0,£ thousand,2017-18,Total construction,Income from joint arrangements with other local authorities,Conwy,
0,£ thousand,2017-18,Total construction,Income from joint arrangements with other local authorities,Denbighshire,
0,£ thousand,2017-18,Total construction,Income from joint arrangements with other local authorities,Flintshire,
0,£ thousand,2017-18,Total construction,Income from joint arrangements with other local authorities,Wrexham,
0,£ thousand,2017-18,Total construction,Income from joint arrangements with other local authorities,Powys,
0,£ thousand,2017-18,Total construction,Income from joint arrangements with other local authorities,Ceredigion,
0,£ thousand,2017-18,Total construction,Income from joint arrangements with other local authorities,Pembrokeshire,
0,£ thousand,2017-18,Total construction,Income from joint arrangements with other local authorities,Carmarthenshire,
0,£ thousand,2017-18,Total construction,Income from joint arrangements with other local authorities,Swansea,
0,£ thousand,2017-18,Total construction,Income from joint arrangements with other local authorities,Neath Port Talbot,
0,£ thousand,2017-18,Total construction,Income from joint arrangements with other local authorities,Bridgend,
0,£ thousand,2017-18,Total construction,Income from joint arrangements with other local authorities,Vale of Glamorgan,
0,£ thousand,2017-18,Total construction,Income from joint arrangements with other local authorities,Rhondda Cynon Taf,
0,£ thousand,2017-18,Total construction,Income from joint arrangements with other local authorities,Merthyr Tydfil,
0,£ thousand,2017-18,Total construction,Income from joint arrangements with other local authorities,Caerphilly,
0,£ thousand,2017-18,Total construction,Income from joint arrangements with other local authorities,Blaenau Gwent,
0,£ thousand,2017-18,Total construction,Income from joint arrangements with other local authorities,Torfaen,
0,£ thousand,2017-18,Total construction,Income from joint arrangements with other local authorities,Monmouthshire,
0,£ thousand,2017-18,Total construction,Income from joint arrangements with other local authorities,Newport,
0,£ thousand,2017-18,Total construction,Income from joint arrangements with other local authorities,Cardiff,
0,£ thousand,2017-18,Total construction,Income from joint arrangements with other local authorities,Total Unitary Authorities,
481,£ thousand,2017-18,Total construction,Gross expenditure,Isle of Anglesey,
356,£ thousand,2017-18,Total construction,Gross expenditure,Gwynedd,
0,£ thousand,2017-18,Total construction,Gross expenditure,Conwy,
0,£ thousand,2017-18,Total construction,Gross expenditure,Denbighshire,
30.98,£ thousand,2017-18,Total construction,Gross expenditure,Flintshire,
488.48,£ thousand,2017-18,Total construction,Gross expenditure,Wrexham,
0,£ thousand,2017-18,Total construction,Gross expenditure,Powys,
0,£ thousand,2017-18,Total construction,Gross expenditure,Ceredigion,
5,£ thousand,2017-18,Total construction,Gross expenditure,Pembrokeshire,
570.75,£ thousand,2017-18,Total construction,Gross expenditure,Carmarthenshire,
1592.06,£ thousand,2017-18,Total construction,Gross expenditure,Swansea,
827.17,£ thousand,2017-18,Total construction,Gross expenditure,Neath Port Talbot,
0,£ thousand,2017-18,Total construction,Gross expenditure,Bridgend,
164.84,£ thousand,2017-18,Total construction,Gross expenditure,Vale of Glamorgan,
0,£ thousand,2017-18,Total construction,Gross expenditure,Rhondda Cynon Taf,
0,£ thousand,2017-18,Total construction,Gross expenditure,Merthyr Tydfil,
1534.59,£ thousand,2017-18,Total construction,Gross expenditure,Caerphilly,
3.61,£ thousand,2017-18,Total construction,Gross expenditure,Blaenau Gwent,
0,£ thousand,2017-18,Total construction,Gross expenditure,Torfaen,
0,£ thousand,2017-18,Total construction,Gross expenditure,Monmouthshire,
6.28,£ thousand,2017-18,Total construction,Gross expenditure,Newport,
0,£ thousand,2017-18,Total construction,Gross expenditure,Cardiff,
6060.78,£ thousand,2017-18,Total construction,Gross expenditure,Total Unitary Authorities,
-8,£ thousand,2017-18,Total construction,"Income from sales, fees and charges",Isle of Anglesey,
-456,£ thousand,2017-18,Total construction,"Income from sales, fees and charges",Gwynedd,
0,£ thousand,2017-18,Total construction,"Income from sales, fees and charges",Conwy,
0,£ thousand,2017-18,Total construction,"Income from sales, fees and charges",Denbighshire,
0,£ thousand,2017-18,Total construction,"Income from sales, fees and charges",Flintshire,
-1.81,£ thousand,2017-18,Total construction,"Income from sales, fees and charges",Wrexham,
0,£ thousand,2017-18,Total construction,"Income from sales, fees and charges",Powys,
0,£ thousand,2017-18,Total construction,"Income from sales, fees and charges",Ceredigion,
0,£ thousand,2017-18,Total construction,"Income from sales, fees and charges",Pembrokeshire,
-16.83,£ thousand,2017-18,Total construction,"Income from sales, fees and charges",Carmarthenshire,
-1220.09,£ thousand,2017-18,Total construction,"Income from sales, fees and charges",Swansea,
0,£ thousand,2017-18,Total construction,"Income from sales, fees and charges",Neath Port Talbot,
0,£ thousand,2017-18,Total construction,"Income from sales, fees and charges",Bridgend,
0,£ thousand,2017-18,Total construction,"Income from sales, fees and charges",Vale of Glamorgan,
0,£ thousand,2017-18,Total construction,"Income from sales, fees and charges",Rhondda Cynon Taf,
0,£ thousand,2017-18,Total construction,"Income from sales, fees and charges",Merthyr Tydfil,
-101.12,£ thousand,2017-18,Total construction,"Income from sales, fees and charges",Caerphilly,
0,£ thousand,2017-18,Total construction,"Income from sales, fees and charges",Blaenau Gwent,
0,£ thousand,2017-18,Total construction,"Income from sales, fees and charges",Torfaen,
0,£ thousand,2017-18,Total construction,"Income from sales, fees and charges",Monmouthshire,
0,£ thousand,2017-18,Total construction,"Income from sales, fees and charges",Newport,
0,£ thousand,2017-18,Total construction,"Income from sales, fees and charges",Cardiff,
-1803.86,£ thousand,2017-18,Total construction,"Income from sales, fees and charges",Total Unitary Authorities,
-120,£ thousand,2017-18,Total construction,Other income (excluding joint arrangements),Isle of Anglesey,
-228,£ thousand,2017-18,Total construction,Other income (excluding joint arrangements),Gwynedd,
0,£ thousand,2017-18,Total construction,Other income (excluding joint arrangements),Conwy,
0,£ thousand,2017-18,Total construction,Other income (excluding joint arrangements),Denbighshire,
0,£ thousand,2017-18,Total construction,Other income (excluding joint arrangements),Flintshire,
0,£ thousand,2017-18,Total construction,Other income (excluding joint arrangements),Wrexham,
0,£ thousand,2017-18,Total construction,Other income (excluding joint arrangements),Powys,
0,£ thousand,2017-18,Total construction,Other income (excluding joint arrangements),Ceredigion,
0,£ thousand,2017-18,Total construction,Other income (excluding joint arrangements),Pembrokeshire,
0,£ thousand,2017-18,Total construction,Other income (excluding joint arrangements),Carmarthenshire,
0,£ thousand,2017-18,Total construction,Other income (excluding joint arrangements),Swansea,
0,£ thousand,2017-18,Total construction,Other income (excluding joint arrangements),Neath Port Talbot,
0,£ thousand,2017-18,Total construction,Other income (excluding joint arrangements),Bridgend,
-90.48,£ thousand,2017-18,Total construction,Other income (excluding joint arrangements),Vale of Glamorgan,
